nome,cnpj_prestador,pl,n_veiculos,n_fundos,share_pl,papel,fonte
GRAPHEN INVESTIMENTOS LTDA.,15403817000188,63526105.53,4,4,6.63763364184555e-05,gestor,cadastro_registro_fundo
PRX CAPITAL LTDA.,51103245000185,63354903.05,3,3,6.61974525830095e-05,gestor,cadastro_registro_fundo
LATINOAMERICANA DE INVESTIMENTOS E CAPITAL LTDA,16725273000133,62981448.75,1,1,6.580724247888132e-05,gestor,cadastro_registro_fundo
BLUE ASSET GESTÃO DE RECURSOS LTDA.,35068183000161,62535085.35,1,1,6.53408520562968e-05,gestor,cadastro_registro_fundo
JAZZ CAPITAL LTDA.,54350539000108,62156218.21,2,2,6.49449862538408e-05,gestor,cadastro_registro_fundo
3J GESTORA DE RECURSOS LTDA. - ME,29063944000190,61010826.25,3,3,6.374820390060728e-05,gestor,cadastro_registro_fundo
ABSOLUTE DHAMA GESTÃO DE INVESTIMENTOS LTDA,14351454000111,60349961.64,3,3,6.305768822497381e-05,gestor,cadastro_registro_fundo
OBY CAPITAL GESTORA DE RECURSOS LTDA.,40147132000165,59037193.74,1,1,6.168602026197238e-05,gestor,cadastro_registro_fundo
NEST INTERNATIONAL ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIÁRIOS LTDA,08466131000170,58962037.559999995,2,2,6.160749204359685e-05,gestor,cadastro_registro_fundo
SETE ASSET MANAGEMENT LTDA.,56993232000142,56276148.17,3,3,5.8801094638215086e-05,gestor,cadastro_registro_fundo
BTG PACTUAL GESTORA DE RECURSOS LTDA,09631542000137,54667550.55,2,2,5.712032393936241e-05,gestor,cadastro_registro_fundo
HECTARE CAPITAL GESTORA DE RECURSOS LTDA.,31230324000140,53118459.34,1,1,5.5501729529395406e-05,gestor,cadastro_registro_fundo
TAG CAPITAL LTDA,54794111000146,51447025.99,1,1,5.375530384478873e-05,gestor,cadastro_registro_fundo
CORCOVADO INVESTIMENTOS GESTÃO DE RECURSOS LTDA.,42657808000196,50372161.15,1,1,5.263221295752323e-05,gestor,cadastro_registro_fundo
ARANDU SPECIAL SITUATIONS GESTÃO DE RECURSOS LTDA,48890963000134,50201402.36,4,4,5.245379271915216e-05,gestor,cadastro_registro_fundo
MAUD CAPITAL GESTORA DE ATIVOS LTDA.,49347835000101,49957068.5,3,3,5.219849631219517e-05,gestor,cadastro_registro_fundo
LORINVEST GESTÃO DE RECURSOS LTDA,09437736000104,48807381.21,1,1,5.0997225910044916e-05,gestor,cadastro_registro_fundo
NEVES ASSET MANAGEMENT LTDA.,44409242000109,48277805.75,1,1,5.04438899452687e-05,gestor,cadastro_registro_fundo
ONZE GESTORA DE INVESTIMENTOS LTDA.,34008311000119,48093819.25,2,2,5.0251648508168685e-05,gestor,cadastro_registro_fundo
AGG INVESTIMENTOS LTDA.,08195535000177,47167722.96,3,3,4.928400098140673e-05,gestor,cadastro_registro_fundo
PRÓPRIO CAPITAL GESTÃO DE RECURSOS LTDA,13993865000148,46647257.95,1,1,4.874018422592374e-05,gestor,cadastro_registro_fundo
AXOR ASSET,47917164000141,46527520.38,1,1,4.8615074380735845e-05,gestor,cadastro_registro_fundo
KOMATU GESTORA DE RECURSOS LTDA,44151729000134,45969692.45,1,1,4.80322183401148e-05,gestor,cadastro_registro_fundo
IBBRA GESTÃO DE RECURSOS LTDA.,34444602000150,43320850.55,1,1,4.526453063744789e-05,gestor,cadastro_registro_fundo
AF INVEST ADMINISTRAÇÃO DE RECURSOS LTDA,03226533000184,43143014.66,5,5,4.5078715770261656e-05,gestor,cadastro_registro_fundo
PRIVATTO ADMINISTRAÇÃO DE PATRIMÔNIO LTDA,19207159000100,42135795.97,2,2,4.4026306118251375e-05,gestor,cadastro_registro_fundo
B6 GESTORA DE RECURSOS LTDA,41302834000139,41201369.7,4,4,4.304995486960649e-05,gestor,cadastro_registro_fundo
A5 GESTÃO DE INVESTIMENTOS LTDA,07152171000185,40844097.92,1,1,4.267665334790528e-05,gestor,cadastro_registro_fundo
LEGATUS CAPITAL GESTORA DE RECURSOS LTDA,20445967000194,40448303.62,7,7,4.226310091319951e-05,gestor,cadastro_registro_fundo
PLURAL GESTÃO DE RECURSOS LTDA,11397672000280,40314977.89,4,4,4.212379324694352e-05,gestor,cadastro_registro_fundo
AWARE GESTÃO DE RECURSOS LTDA.,25187201000170,39891540.35,1,1,4.168135730076435e-05,gestor,cadastro_registro_fundo
LUCAS ESPERANÇA NAPOLITANO,30166587800,38424092.17,1,1,4.0148069005193774e-05,gestor,cadastro_registro_fundo
NIKOS GESTAO DE RECURSOS LTDA.,52906220000182,38350887.01,1,1,4.007157934338958e-05,gestor,cadastro_registro_fundo
HIKE CAPITAL GESTORA DE RECURSOS LTDA.,56122783000130,37380793.57,1,1,3.905796064295834e-05,gestor,cadastro_registro_fundo
AAM GESTORA DE RECURSOS DE TERCEIROS LTDA.,00424749000166,36693194.36,2,2,3.833951086387546e-05,gestor,cadastro_registro_fundo
STEN GESTÃO PATRIMONIAL LTDA.,06332955000122,36525493.84,1,1,3.816428611115057e-05,gestor,cadastro_registro_fundo
SQUALO CAPITAL GESTORA DE RECURSOS LTDA,42373402000181,36076534.47,3,3,3.769518324497116e-05,gestor,cadastro_registro_fundo
DEZESSEIS DEZOITO GESTÃO DE RECURSOS LTDA,11240125000105,35956789.489999995,2,2,3.75700656573182e-05,gestor,cadastro_registro_fundo
GAMA INVESTIMENTOS LTDA.,08885512000194,35655669.43,1,1,3.725543521935649e-05,gestor,cadastro_registro_fundo
SENECA ASSET MANAGEMENT LTDA.,31602001000130,35462328.48,1,1,3.705341962539562e-05,gestor,cadastro_registro_fundo
GERIBÁ INVESTIMENTOS LTDA,10467534000186,35173655.370000005,4,3,3.675179459574112e-05,gestor,cadastro_registro_fundo
HSO CAPITAL GESTORA DE RECURSOS LTDA.,60860623000166,33903828.91,2,2,3.5424994729783446e-05,gestor,cadastro_registro_fundo
VECTIS CAPITAL SOLUTIONS LTDA.,24033033000104,33402143.74,2,2,3.490080041089286e-05,gestor,cadastro_registro_fundo
EKHO INVESTIMENTOS LTDA.,43628554000140,33315546.58,1,1,3.481031788914708e-05,gestor,cadastro_registro_fundo
VELA CAPITAL MANAGEMENT LTDA.,59957531000110,33303943.21,1,1,3.479819390981163e-05,gestor,cadastro_registro_fundo
VIZ GESTORA DE RECURSOS LTDA.,52084835000170,31933433.380000003,7,7,3.3366193304990665e-05,gestor,cadastro_registro_fundo
CATALUNYA GESTÃO DE RECURSOS LTDA.,45108944000115,31607068.36,1,1,3.30251852393773e-05,gestor,cadastro_registro_fundo
VALORA IMOBILIÁRIO E INFRAESTRUTURA LTDA.,07559989000117,31572893.49,1,1,3.298947704273512e-05,gestor,cadastro_registro_fundo
HEADINVEST ASSET MANAGEMENT LTDA.,58289954000146,31523301.82,3,3,3.2937660339286825e-05,gestor,cadastro_registro_fundo
EXANTE ASSET MANAGEMENT LTDA.,30418084000149,31357233.13,1,1,3.276414063200984e-05,gestor,cadastro_registro_fundo
INVESTCOOP ASSET MANAGEMENT LTDA.,31681693000159,31204912.36,1,1,3.2604985673765733e-05,gestor,cadastro_registro_fundo
LEGEND WM GESTÃO DE RECURSOS LTDA.,34076827000109,29320441.55,1,1,3.063596416029914e-05,gestor,cadastro_registro_fundo
ATF GESTORA DE RECURSOS LTDA.,15192996000151,28011599.37,2,2,2.9268398052892827e-05,gestor,cadastro_registro_fundo
STARBOARD ASSET LTDA.,15032609000110,27679573.9,1,1,2.8921475569413836e-05,gestor,cadastro_registro_fundo
HORIZONTE CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,21409171000149,27530820.57,2,2,2.876604811178726e-05,gestor,cadastro_registro_fundo
QUARTZO INVEST LTDA.,21008402000102,27462542.7,3,3,2.869470681309998e-05,gestor,cadastro_registro_fundo
W CAPITAL MANAGEMENT GESTORA DE RECURSOS LTDA.,47046216000151,26793880.34,3,3,2.7996043525189804e-05,gestor,cadastro_registro_fundo
FUNDO GARANTIDOR DE CRÉDITO - FGG,00954288000133,26743602.28,1,1,2.7943509635426152e-05,gestor,cadastro_registro_fundo
REAG SPECIALTY FINANCE LTDA.,14084509000174,26179357.59,1,1,2.7353948933517858e-05,gestor,cadastro_registro_fundo
TG CORE ASSET LTDA,13194316000103,26056408.99,1,1,2.7225483988788572e-05,gestor,cadastro_registro_fundo
QLZ GESTÃO DE RECURSOS FINANCEIROS LTDA,07250864000100,25755110.5,2,2,2.69106671151937e-05,gestor,cadastro_registro_fundo
SHORE CAPITAL GESTAO DE RECURSOS LTDA,42467304000103,25425750.36,1,1,2.6566529547290288e-05,gestor,cadastro_registro_fundo
MONTE BRAVO ASSET MANAGEMENT LTDA.,34877615000112,24834568.66,1,1,2.5948823250386833e-05,gestor,cadastro_registro_fundo
MOKA GESTORA DE RECURSOS DE TERCEIROS LTDA.,17717522000101,24405854.1,3,3,2.5500873519726712e-05,gestor,cadastro_registro_fundo
RB INVESTIMENTOS GESTÃO DE RECURSOS LTDA.,53205131000171,22431466.65,1,1,2.343790106913807e-05,gestor,cadastro_registro_fundo
NERO CAPITAL GESTÃO DE RECURSOS LTDA.,42455783000148,22307624.0,1,1,2.33085019609955e-05,gestor,cadastro_registro_fundo
4UM GESTÃO DE RECURSOS LTDA.,03983856000112,20291127.41,1,1,2.120153105623416e-05,gestor,cadastro_registro_fundo
CLUBE DO VALOR ADMINISTRAÇÃO DE CARTEIRAS DE VALORES MOBILIÁRIOS LTDA,25022196000146,20180828.05,1,1,2.1086282885973782e-05,gestor,cadastro_registro_fundo
FLB ASSET LTDA.,59706327000126,19119850.39,1,1,1.9977702255930777e-05,gestor,cadastro_registro_fundo
H2 ASSET MANAGEMENT LTDA,45537532000109,18749749.06,1,1,1.9590995559777385e-05,gestor,cadastro_registro_fundo
PONTA SUL INVESTIMENTOS LTDA.,08852323000115,18312916.03,1,1,1.913456310707052e-05,gestor,cadastro_registro_fundo
TORI 21 CONSULTORIA E INVESTIMENTOS LTDA,26753773000132,18157014.58,1,1,1.8971666814168727e-05,gestor,cadastro_registro_fundo
AMARY CAPITAL GESTÃO DE RECUSRSOS LTDA.,40105252000108,16757175.59,1,1,1.750902113556607e-05,gestor,cadastro_registro_fundo
VBR CAPITAL LTDA.,45545032000100,16707884.89,1,1,1.7457518905762982e-05,gestor,cadastro_registro_fundo
URBANO ADMINISTRAÇÃO DE RECURSOS LTDA.,45083984000150,15438636.33,1,1,1.613132286849112e-05,gestor,cadastro_registro_fundo
SPRINGS CAPITAL LTDA.,09576295000113,15328311.72,1,1,1.6016048315336958e-05,gestor,cadastro_registro_fundo
TUERI GESTORA DE RECURSOS LTDA.,41191496000105,14989384.75,2,2,1.566191468170214e-05,gestor,cadastro_registro_fundo
ERFOLG GESTORA DE RECURSOS S/A,34989998000110,14028800.04,3,3,1.4658231340224925e-05,gestor,cadastro_registro_fundo
LITUS GESTAO DE RECURSOS LTDA,13584716000125,13428930.91,1,1,1.4031447833700624e-05,gestor,cadastro_registro_fundo
CFG ASSET MANAGEMENT GESTORA DE RECURSOS LTDA.,45695771000189,13031300.22,1,1,1.3615976615536961e-05,gestor,cadastro_registro_fundo
THERAS CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,62051574000146,12994236.49,1,1,1.357724994418071e-05,gestor,cadastro_registro_fundo
FYTO CAPITAL ADMINISTRADORA DE RECURSOS LTDA,15040228000182,12899086.23,1,1,1.3477830569809005e-05,gestor,cadastro_registro_fundo
U.V. GESTORA DE ATIVOS FINANCEIROS LTDA,07213252000148,11968798.46,1,1,1.2505803503576621e-05,gestor,cadastro_registro_fundo
GUSTAVO HENRIQUE FONSECA DE OLIVEIRA,43809433802,11645965.13,2,2,1.2168485584582661e-05,gestor,cadastro_registro_fundo
HIGH GESTÃO E INVESTIMENTOS LTDA,08647754000140,11190799.21,1,1,1.1692897698625004e-05,gestor,cadastro_registro_fundo
MONGERAL AEGON GESTÃO DE FUNDOS IMOBILIÁRIOS LTDA.,37760334000173,10589161.66,1,1,1.1064266428258264e-05,gestor,cadastro_registro_fundo
RIZA DIRECT LENDING GESTORA DE RECURSOS LTDA.,57809296000103,10510000.0,1,1,1.0981553015689286e-05,gestor,cadastro_registro_fundo
MAUÁ CAPITAL REAL ESTATE LTDA,04608171000159,9574734.01,1,1,1.0004324371259588e-05,gestor,cadastro_registro_fundo
CAPSICUM ASSETS GESTÃO DE RECURSOS LTDA,52553822000101,9547915.3,1,1,9.976302384040046e-06,gestor,cadastro_registro_fundo
VINCI SOLUÇÕES DE INVESTIMENTOS LTDA,13421810000163,9509697.81,1,1,9.936370186841036e-06,gestor,cadastro_registro_fundo
ALTAVISTA CAPITAL LTDA.,61470319000175,9052641.81,4,4,9.458807418511933e-06,gestor,cadastro_registro_fundo
FAMA RE.CAPITAL LTDA,00156956000187,8613875.54,1,1,9.000354986970424e-06,gestor,cadastro_registro_fundo
NOVUS CREDITO GESTAO DE RECURSOS LTDA,42524344000140,8293387.14,1,1,8.665487208139461e-06,gestor,cadastro_registro_fundo
PARAMIS BR INVESTIMENTOS LTDA,12417157000104,7519081.82,3,3,7.856441069042386e-06,gestor,cadastro_registro_fundo
FORTIS GESTORA DE RECURSOS LTDA.,57088175000110,7019708.49,3,3,7.3346623156631e-06,gestor,cadastro_registro_fundo
SKADE CAPITAL GESTÃO DE INVESTMENTOS LTDA.,37555586000160,6961865.62,2,2,7.274224204960472e-06,gestor,cadastro_registro_fundo
V-CAPITAL GESTÃO DE RECURSOS E INVESTIMENTOS LTDA.,39491900000114,6300390.1,1,1,6.5830702095788695e-06,gestor,cadastro_registro_fundo
LCP GESTORA DE RECURSOS LTDA,46382187000136,6135746.41,1,1,6.411039437891552e-06,gestor,cadastro_registro_fundo
RX ASSET LTDA.,62390184000109,5902232.09,2,2,6.1670480121063345e-06,gestor,cadastro_registro_fundo
FEATBANK ASSET MANAGEMENT LTDA.,54828158000183,5676141.48,1,1,5.930813376515038e-06,gestor,cadastro_registro_fundo
DOT. INVESTIMENTOS LTDA.,60115899000110,5662060.63,1,1,5.916100759885069e-06,gestor,cadastro_registro_fundo
ROCHA OPÇÕES DE INVESTIMENTOS LTDA.,55713167000191,5476358.2,1,1,5.7220664040156755e-06,gestor,cadastro_registro_fundo
SASTRE GESTÃO DE PATRIMÔNIO LTDA.,27222262000157,5472962.12,1,1,5.718517951821049e-06,gestor,cadastro_registro_fundo
NAIA CAPITAL GESTÃO E CONSULTORIA FINANCEIRA LTDA.,29793963000171,5456648.07,1,1,5.701471938026986e-06,gestor,cadastro_registro_fundo
FLORIDA INVESTIMENTOS E GESTÃO DE RECURSOS LTDA,11275045000195,5432430.29,1,1,5.6761675769430374e-06,gestor,cadastro_registro_fundo
XMS S/A,41397045000129,5311876.9,1,1,5.5502053082935545e-06,gestor,cadastro_registro_fundo
OIKOS GESTÃO DE RECURSOS LTDA.,23313334000110,5294525.17,1,1,5.5320750568274335e-06,gestor,cadastro_registro_fundo
PORTO REAL INVESTIMENTOS LTDA.,13333516000108,5164615.74,1,1,5.396336969978435e-06,gestor,cadastro_registro_fundo
ETTI PARTNERS - GESTÃO DE RECURSOS DE TERCEIROS LTDA.,52444324000112,4685859.29,1,1,4.89610011581305e-06,gestor,cadastro_registro_fundo
OUTFIELD VENTURES S.A.,49627380000188,4014348.59,1,1,4.194460691202905e-06,gestor,cadastro_registro_fundo
AWR GESTÃO DE RECURSOS LTDA.,57109609000110,3808327.44,1,1,3.9791959736883215e-06,gestor,cadastro_registro_fundo
MARIN GESTORA DE RECURSOS S.A,29762953000179,3784822.36,1,1,3.95463628937262e-06,gestor,cadastro_registro_fundo
MAJORS ASSET GESTÃO DE RECURSOS UNIPESSOAL LTDA.,60056088000195,3644975.15,1,1,3.808514543348716e-06,gestor,cadastro_registro_fundo
AUSTER CAPITAL GESTÃO DE RECURSOS LTDA.,27257763000179,3440073.98,1,1,3.594420056066912e-06,gestor,cadastro_registro_fundo
ACTUM CAPITAL GESTÃO DE RECURSOS LTDA.,38412222000194,3403391.85,1,1,3.556092105988567e-06,gestor,cadastro_registro_fundo
MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,41592532000142,3199595.12,1,1,3.3431516117051117e-06,gestor,cadastro_registro_fundo
ITER GESTORA DE RECURSOS LTDA.,51543934000100,3018031.71,1,1,3.153441981579105e-06,gestor,cadastro_registro_fundo
CEDRO ASSET MANAGEMENT LTDA,18190296000116,2812903.33,1,1,2.939110090047948e-06,gestor,cadastro_registro_fundo
PLANALTO CAPITAL GESTÃO DE RECURSOS LTDA.,26741433000191,2735047.3000000003,2,2,2.857760887285237e-06,gestor,cadastro_registro_fundo
BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,02201501000161,2452556.31,1,1,2.5625953513062117e-06,gestor,cadastro_registro_fundo
FRONTEIRA - GESTÃO DE INVESTIMENTOS LTDA,30342314000133,2083377.6,1,1,2.176852670418602e-06,gestor,cadastro_registro_fundo
ARK GESTORA DE RECURSOS LTDA.,58346678000100,2066171.2,1,1,2.1588742694852854e-06,gestor,cadastro_registro_fundo
PÁTRIA VBI SECURITIES LTDA.,17054901000169,1841163.96,1,1,1.923771611542952e-06,gestor,cadastro_registro_fundo
HALTIN CAPITAL GESTAO DE RECURSOS LTDA,19184376000121,1644162.52,1,1,1.7179312920827112e-06,gestor,cadastro_registro_fundo
QR ASSET GESTORA DE RECURSOS LTDA.,32832649000165,1626200.83,1,1,1.6991637134921903e-06,gestor,cadastro_registro_fundo
ETRNTY CAPITAL GESTORA DE RECURSOS LTDA,47949396000181,1369807.58,1,1,1.4312668469137054e-06,gestor,cadastro_registro_fundo
LELIS ALBERTO DE MOURA NOBRE,34724184787,1181922.35,1,1,1.2349517551810722e-06,gestor,cadastro_registro_fundo
R CAPITAL ASSET MANAGEMENT INVESTIMENTOS S.A.,33962328000148,1136622.69,1,1,1.1876196316908056e-06,gestor,cadastro_registro_fundo
FOURCE GESTÃO DE RECURSOS LTDA.,49497776000158,1066676.88,1,1,1.1145355574053317e-06,gestor,cadastro_registro_fundo
BLOXS ASSET GESTÃO DE RECURSOS LTDA,28038617000115,835072.16,1,1,8.725394097969711e-07,gestor,cadastro_registro_fundo
RIOS ASSET MANAGEMENT LTDA.,57601588000156,697340.0,1,1,7.286276098916048e-07,gestor,cadastro_registro_fundo
AV1 GESTORA DE RECURSOS LTDA.,53046217000107,473762.62,1,1,4.950189655929455e-07,gestor,cadastro_registro_fundo
QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,0.0,1,1,0.0,gestor,cadastro_registro_fundo
RIVIERA GESTORA DE RECURSOS LTDA,07611259000118,0.0,1,1,0.0,gestor,cadastro_registro_fundo
ID GESTORA E ADMINISTRADORA DE RECURSOS LTDA,21046086000163,-34714.69,4,4,-3.6272236789554586e-08,gestor,cadastro_registro_fundo
RJI GESTAO & INVESTIMENTOS LTDA,10995802000132,-51823.91000000015,9,9,-5.41490975399916e-08,gestor,cadastro_registro_fundo
BANCO BTG PACTUAL S/A,30306294000145,145959018961.69,431,428,0.15407873312404652,custodiante,cadastro_registro_classe
QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,137304117355.79,783,783,0.1449423585153602,custodiante,cadastro_registro_classe
OLIVEIRA TRUST DTVM S.A.,36113876000191,116139522108.2,201,201,0.12260037481315539,custodiante,cadastro_registro_classe
BANCO DAYCOVAL S.A.,62232889000190,63765049598.7,475,475,0.06731230539675263,custodiante,cadastro_registro_classe
BANCO DO BRASIL S.A.,00000000000191,60841973938.55,1,1,0.06422661875850619,custodiante,cadastro_registro_classe
BANCO BRADESCO S.A.,60746948000112,49908473842.659996,46,46,0.05268488700825006,custodiante,cadastro_registro_classe
REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,49376060585.88,87,87,0.052122855551155645,custodiante,cadastro_registro_classe
BANCO GENIAL S.A.,45246410000155,42500886857.5,124,124,0.04486521525176067,custodiante,cadastro_registro_classe
HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,39669186000101,24613405440.31,129,129,0.025982651535270147,custodiante,cadastro_registro_classe
BANCO FINAXIS S.A.,11758741000152,22959957709.55,82,82,0.02423722234936148,custodiante,cadastro_registro_classe
BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142,22514889534.26,138,138,0.023767394988980867,custodiante,cadastro_registro_classe
ITAU UNIBANCO S.A.,60701190000104,22434813297.29,34,34,0.02368286410330181,custodiante,cadastro_registro_classe
LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,24361690000172,22266191752.04,163,163,0.023504862125388007,custodiante,cadastro_registro_classe
VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188,16965547148.33,176,176,0.017909342156219022,custodiante,cadastro_registro_classe
ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109,16428250239.289999,288,288,0.017342155368823046,custodiante,cadastro_registro_classe
VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,48967968000118,15565898871.06,45,45,0.016431831311633123,custodiante,cadastro_registro_classe
MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,36864992000142,13985589864.58,44,44,0.014763609564220116,custodiante,cadastro_registro_classe
PLANNER CORRETORA DE VALORES S.A.,00806535000154,12960676011.28,185,185,0.013681679655392779,custodiante,cadastro_registro_classe
TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,67030395000146,12574459421.95,77,77,0.013273977800318817,custodiante,cadastro_registro_classe
FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,37678915000160,11230603717.460001,88,88,0.01185536327466426,custodiante,cadastro_registro_classe
BNY MELLON BANCO S.A.,42272526000170,10517995513.33,38,38,0.011103112608092084,custodiante,cadastro_registro_classe
BANCO B3 S.A.,00997185000150,8934129823.55,12,12,0.009431136318747469,custodiante,cadastro_registro_classe
SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,00329598000167,7871234513.8,23,23,0.008309112041420999,custodiante,cadastro_registro_classe
QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,62264924000152,6698827947.09,39,39,0.007071484385452694,custodiante,cadastro_registro_classe
S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,62318407000119,6479685787.81,15,15,0.006840151326926227,custodiante,cadastro_registro_classe
BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,02671743000119,5768664594.84,46,46,0.006089575957096423,custodiante,cadastro_registro_classe
RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,42066258000130,3951789316.1,18,18,0.004171627733108053,custodiante,cadastro_registro_classe
TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,03751794000113,3259412890.79,83,82,0.00344073434114355,custodiante,cadastro_registro_classe
OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13673855000125,2453341180.33,23,23,0.002589820784459475,custodiante,cadastro_registro_classe
LASTRO RDV DTVM LTDA,71590442000183,2111296049.44,42,42,0.00222874765027643,custodiante,cadastro_registro_classe
AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,40434681000110,2064080426.27,86,86,0.0021789054174808985,custodiante,cadastro_registro_classe
FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,36266751000100,1337505123.29,35,35,0.001411910661015988,custodiante,cadastro_registro_classe
XP SERVIÇOS FINANCEIROS DTVM LTDA.,05389174000101,1089082600.81,2,2,0.0011496683698887444,custodiante,cadastro_registro_classe
INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,18945670000146,958433386.06,8,8,0.0010117511268466059,custodiante,cadastro_registro_classe
WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,45854066000187,683266607.51,19,19,0.0007212767941303993,custodiante,cadastro_registro_classe
BR-CAPITAL DTVM S.A.,44077014000189,640384800.38,1,1,0.0006760094679750056,custodiante,cadastro_registro_classe
CAIXA ECONOMICA FEDERAL,00360305000104,492498819.5,1,1,0.0005198965758571294,custodiante,cadastro_registro_classe
BARU DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,58006471000197,444735134.63,11,11,0.0004694757926368927,custodiante,cadastro_registro_classe
INTRA INVESTIMENTOS DTVM LTDA,15489568000195,388677898.3,23,23,0.00041030008689699123,custodiante,cadastro_registro_classe
MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,41592532000142,259310530.41,10,10,0.00027373599997807717,custodiante,cadastro_registro_classe
"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",33886862000112,243040138.41,7,7,0.00025656048451746957,custodiante,cadastro_registro_classe
LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,40768766000135,182359046.98,5,5,0.00019250369817682658,custodiante,cadastro_registro_classe
ATIVA INVESTIMENTOS S.A. C.T.C.V.,33775974000104,98331024.33999999,4,4,0.00010380118861359026,custodiante,cadastro_registro_classe
BANCO BNP PARIBAS BRASIL S/A,01522368000182,78056259.53,1,1,8.239853670118783e-05,custodiante,cadastro_registro_classe
QI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,46955383000152,0.0,2,2,0.0,custodiante,cadastro_registro_classe
