closeout_id,ordem,pacote_tipo,escopo,prioridade,status_fechamento,bloqueia_publicacao,exige_nota_publica,pendencias,fundos,pl_referencia_brl,competencia_referencia,evidencia,acao_sugerida,ui_surface,source_artifacts,rerun_command,record_ids_sample
onboarding_202605_57731899000130,261,onboarding,JMT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,16,1,131667.71,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_57731899000130
onboarding_202605_60800084000170,262,onboarding,INVICTO 22 FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,17,1,13236.11,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_60800084000170
onboarding_202605_58546382000133,263,onboarding,TEXAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,19,1,69584552.63,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_58546382000133
onboarding_202605_59224026000166,264,onboarding,SALUS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,31,1,58389769.34,2026-05,processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem cedente/sacado | sem sub mínima | página,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_59224026000166
onboarding_202605_52270934000147,265,onboarding,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FICTOR,alta,bloqueado,True,False,17,1,47375039.95,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_52270934000147
onboarding_202605_59333553000109,266,onboarding,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRED FACILE,alta,bloqueado,True,False,17,1,38424092.17,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_59333553000109
onboarding_202605_60696087000105,267,onboarding,UNIQUE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,alta,bloqueado,True,False,17,1,13095504.95,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_60696087000105
onboarding_202605_63398882000105,268,onboarding,ROZAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,alta,bloqueado,True,False,17,1,9028366.38,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_63398882000105
onboarding_202605_65303945000128,269,onboarding,NEO CRÉDITO PRECATÓRIOS SÊNIOR FIC FIDC RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,18,1,3905208.79,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_65303945000128
onboarding_202605_63516458000118,270,onboarding,SHINE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,16,1,272116.66,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_63516458000118
backlog_segment_backlog:Tipo participante,500,segment_backlog,Tipo participante,alta,bloqueado,True,False,1323,576,0.0,202605,catalog_gap; completar rastreabilidade,página,Pipeline > Fila única > Resumo,08417544000165_784311_regulamento_regulamento_784311_2024-11-18.txt | 10756703000106_1167306_regulamento_regulamento_1167306_2026-04-20_2026-04-20.txt | 12813212000177_994750_regulamento_regulamento_994750_2025-09-09_2025-09-09.txt | 13026491000191_1192205_regulamento_regulamento_1192205_2026-03-25_2026-03-25.txt,python scripts/build_fidc_industry_dimensions.py,segment_backlog:Tipo participante
backlog_segment_backlog:Financeiro,501,segment_backlog,Financeiro,alta,bloqueado,True,False,3235,1621,333211099636.76,202605,monthly_delta | snapshot_gap; novo_no_ime | reativado | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0018 | doc-0017 | doc-0012 | doc-0001,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,segment_backlog:Financeiro
backlog_segment_backlog:Período prioritário,502,segment_backlog,Período prioritário,alta,bloqueado,True,False,569,569,0.0,202605,catalog_gap; completar rastreabilidade,página,Pipeline > Fila única > Resumo,08417544000165_784311_regulamento_regulamento_784311_2024-11-18.txt | 10756703000106_1167306_regulamento_regulamento_1167306_2026-04-20_2026-04-20.txt | 12813212000177_994750_regulamento_regulamento_994750_2025-09-09_2025-09-09.txt | 13026491000191_1192205_regulamento_regulamento_1192205_2026-03-25_2026-03-25.txt,python scripts/build_fidc_industry_dimensions.py,segment_backlog:Período prioritário
backlog_segment_backlog:Status curadoria,503,segment_backlog,Status curadoria,alta,bloqueado,True,False,569,569,0.0,202605,catalog_gap; completar rastreabilidade,página,Pipeline > Fila única > Resumo,08417544000165_784311_regulamento_regulamento_784311_2024-11-18.txt | 10756703000106_1167306_regulamento_regulamento_1167306_2026-04-20_2026-04-20.txt | 12813212000177_994750_regulamento_regulamento_994750_2025-09-09_2025-09-09.txt | 13026491000191_1192205_regulamento_regulamento_1192205_2026-03-25_2026-03-25.txt,python scripts/build_fidc_industry_dimensions.py,segment_backlog:Status curadoria
backlog_segment_backlog:Segmento cedente,504,segment_backlog,Segmento cedente,alta,bloqueado,True,False,566,566,0.0,202605,catalog_gap; completar rastreabilidade,página,Pipeline > Fila única > Resumo,08417544000165_784311_regulamento_regulamento_784311_2024-11-18.txt | 10756703000106_1167306_regulamento_regulamento_1167306_2026-04-20_2026-04-20.txt | 12813212000177_994750_regulamento_regulamento_994750_2025-09-09_2025-09-09.txt | 13026491000191_1192205_regulamento_regulamento_1192205_2026-03-25_2026-03-25.txt,python scripts/build_fidc_industry_dimensions.py,segment_backlog:Segmento cedente
backlog_segment_backlog:Setor cedente,505,segment_backlog,Setor cedente,alta,bloqueado,True,False,566,566,0.0,202605,catalog_gap; completar rastreabilidade,página,Pipeline > Fila única > Resumo,08417544000165_784311_regulamento_regulamento_784311_2024-11-18.txt | 10756703000106_1167306_regulamento_regulamento_1167306_2026-04-20_2026-04-20.txt | 12813212000177_994750_regulamento_regulamento_994750_2025-09-09_2025-09-09.txt | 13026491000191_1192205_regulamento_regulamento_1192205_2026-03-25_2026-03-25.txt,python scripts/build_fidc_industry_dimensions.py,segment_backlog:Setor cedente
backlog_admin_backlog:QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,506,admin_backlog,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,alta,bloqueado,True,False,1639,821,139239433514.77002,202605,monthly_delta | snapshot_gap; novo_no_ime | reativado | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0001 | doc-0008 | doc-0012 | doc-0009,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
backlog_segment_backlog:Comercial,507,segment_backlog,Comercial,alta,bloqueado,True,False,1030,516,127218547292.11,202605,monthly_delta | snapshot_gap; novo_no_ime | reativado | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0001 | doc-0007 | doc-0004 | doc-0011,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,segment_backlog:Comercial
backlog_admin_backlog:BANCO DAYCOVAL S.A.,508,admin_backlog,BANCO DAYCOVAL S.A.,alta,bloqueado,True,False,794,398,57683385233.45,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0018 | doc-0006 | doc-0016 | doc-0013,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:BANCO DAYCOVAL S.A.
backlog_segment_backlog:Servicos,509,segment_backlog,Servicos,alta,bloqueado,True,False,612,306,78858687467.0,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0018 | doc-0013 | doc-0016 | doc-0004,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,segment_backlog:Servicos
backlog_admin_backlog:VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,510,admin_backlog,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,alta,bloqueado,True,False,354,177,17003097747.6,202605,monthly_delta | snapshot_gap; novo_no_ime | reativado | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0018 | doc-0012 | doc-0004 | doc-0010,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
backlog_segment_backlog:Cedente/sacado,511,segment_backlog,Cedente/sacado,alta,bloqueado,True,False,134,107,0.0,202605,catalog_gap; completar rastreabilidade,página,Pipeline > Fila única > Resumo,10756703000106_1167306_regulamento_regulamento_1167306_2026-04-20_2026-04-20.txt | 13807406000122_1086270_regulamento_regulamento_1086270_2026-01-16_2026-01-16.txt | 17012685000199_837268_regulamento_regulamento_837268_2025-02-06_2025-02-06.txt | 18185812000114_1011996_regulamento_regulamento_1011996_2025-10-13.txt,python scripts/build_fidc_industry_dimensions.py,segment_backlog:Cedente/sacado
backlog_admin_backlog:HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,512,admin_backlog,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,alta,bloqueado,True,False,254,127,24546744869.449997,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0002 | doc-0018 | doc-0005 | doc-0022,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
backlog_admin_backlog:BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,513,admin_backlog,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,alta,bloqueado,True,False,854,427,146427014608.99,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0012 | doc-0013 | doc-0007 | doc-0025,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
backlog_admin_backlog:OLIVEIRA TRUST DTVM S.A.,514,admin_backlog,OLIVEIRA TRUST DTVM S.A.,alta,bloqueado,True,False,311,156,97677103582.42,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0018 | doc-0009 | doc-0013 | doc-0016,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:OLIVEIRA TRUST DTVM S.A.
backlog_segment_backlog:Acoes judiciais,515,segment_backlog,Acoes judiciais,alta,bloqueado,True,False,412,206,26680734802.55,202605,monthly_delta | snapshot_gap; novo_no_ime | reativado | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0010 | doc-0002 | doc-0019 | doc-0004,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,segment_backlog:Acoes judiciais
backlog_segment_backlog:Setor publico,516,segment_backlog,Setor publico,alta,bloqueado,True,False,362,181,44907003224.13,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0016 | doc-0008 | doc-0013 | doc-0005,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,segment_backlog:Setor publico
backlog_admin_backlog:LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,517,admin_backlog,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,alta,bloqueado,True,False,324,163,13100767649.990002,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0018 | doc-0009 | doc-0012 | doc-0026,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
backlog_segment_backlog:Industrial,518,segment_backlog,Industrial,alta,bloqueado,True,False,380,190,81781427117.43,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0016 | doc-0011 | doc-0001 | doc-0017,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,segment_backlog:Industrial
backlog_admin_backlog:PLANNER CORRETORA DE VALORES S.A.,519,admin_backlog,PLANNER CORRETORA DE VALORES S.A.,alta,bloqueado,True,False,368,184,12568638779.269999,202605,monthly_delta | snapshot_gap; novo_no_ime | reativado | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0024 | doc-0011 | doc-0004 | doc-0012,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:PLANNER CORRETORA DE VALORES S.A.
backlog_admin_backlog:BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,520,admin_backlog,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,alta,bloqueado,True,False,276,138,22460182907.760002,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0018 | doc-0017 | doc-0014 | doc-0008,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
backlog_admin_backlog:ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,521,admin_backlog,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,alta,bloqueado,True,False,590,295,16622704309.15,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0012 | doc-0007 | doc-0015 | doc-0005,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.
backlog_admin_backlog:GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,522,admin_backlog,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,alta,bloqueado,True,False,164,82,30755954077.71,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0018 | doc-0010 | doc-0016 | doc-0013,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.
backlog_admin_backlog:VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,523,admin_backlog,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,alta,bloqueado,True,False,88,44,15387367344.929998,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0014 | doc-0011 | doc-0015 | doc-0013,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
backlog_admin_backlog:MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,524,admin_backlog,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,alta,bloqueado,True,False,160,80,3195698423.1,202605,snapshot_gap | monthly_delta; completar camadas estruturadas | recorrente,sem documento | sem documento local | sem cedente/sacado | sem critérios,Pipeline > Fila única > Resumo,doc-0015 | doc-0007 | doc-0001 | doc-0011,python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,admin_backlog:MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
backlog_admin_backlog:ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,525,admin_backlog,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,alta,bloqueado,True,False,126,63,2345324337.7500005,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0010 | doc-0002 | doc-0019 | doc-0003,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
backlog_segment_backlog:Cartao de credito,526,segment_backlog,Cartao de credito,alta,bloqueado,True,False,84,42,94959433071.34999,202605,snapshot_gap | monthly_delta; completar camadas estruturadas | recorrente,sem documento | sem documento local | sem cedente/sacado | sem critérios,Pipeline > Fila única > Resumo,doc-0009 | doc-0013 | doc-0004 | doc-0001,python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,segment_backlog:Cartao de credito
backlog_admin_backlog:FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,527,admin_backlog,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,alta,bloqueado,True,False,176,88,10139078076.08,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0011 | doc-0009 | doc-0026 | doc-0008,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,admin_backlog:FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
backlog_admin_backlog:FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,528,admin_backlog,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,alta,bloqueado,True,False,136,68,17689084841.81,202605,snapshot_gap | monthly_delta; completar camadas estruturadas | recorrente,sem documento | sem documento local | sem cedente/sacado | sem critérios,Pipeline > Fila única > Resumo,doc-0001 | doc-0017 | doc-0011 | doc-0002,python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py,admin_backlog:FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
backlog_segment_backlog:Agronegocio,529,segment_backlog,Agronegocio,alta,bloqueado,True,False,118,59,12379053394.07,202605,monthly_delta | snapshot_gap; novo_no_ime | completar camadas estruturadas | recorrente,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios,Pipeline > Fila única > Resumo,doc-0004 | doc-0021 | doc-0003 | doc-0009,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py,segment_backlog:Agronegocio
