veiculo_id,série,camada,n_pagamento,competência,status,paga_amortizacao,pct_amortizacao_do_saldo,saldo_final_pct_do_VNU,paga_remuneracao,atinge_98pct_amortizado,fonte_id
CRI-II,5ª,Subordinado Jr.,71,08/05/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,72,07/06/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,73,05/07/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,74,07/08/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,75,06/09/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,76,07/10/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,77,07/11/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,78,06/12/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,79,08/01/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,80,07/02/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,81,07/03/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,82,07/04/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,83,08/05/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,84,06/06/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,85,07/07/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,86,07/08/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,87,05/09/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,88,07/10/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,89,07/11/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,90,05/12/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,91,08/01/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,92,06/02/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,93,05/03/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,94,07/04/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,95,07/05/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,96,07/06/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,97,07/07/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,98,06/08/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,99,08/09/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,100,07/10/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,101,08/11/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,102,07/12/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,103,07/01/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,104,07/02/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,105,08/03/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,106,07/04/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,107,06/05/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,108,07/06/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,109,07/07/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,110,05/08/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,111,08/09/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,112,07/10/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,113,08/11/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,114,07/12/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,115,06/01/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,116,07/02/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,117,07/03/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,118,10/04/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,119,08/05/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,120,07/06/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,121,07/07/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,122,07/08/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,123,08/09/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,124,06/10/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,125,08/11/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,126,07/12/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,127,08/01/2035,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,128,09/02/2035,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,129,07/03/2035,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,130,06/04/2035,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,131,08/05/2035,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,132,07/06/2035,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,133,06/07/2035,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,134,07/08/2035,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,135,10/09/2035,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,136,05/10/2035,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,137,08/11/2035,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,138,07/12/2035,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,139,08/01/2036,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,140,07/02/2036,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,141,07/03/2036,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,142,07/04/2036,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,143,08/05/2036,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5ª,Subordinado Jr.,144,06/06/2036,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
